"database","mature_mirna_id","target_symbol","experiment","support_type"
"mirtarbase","hsa-miR-1180-3p","H2BC18","CLASH",""
"tarbase","hsa-miR-1180-3p","H2BC18","Chimeric fragments","negative"
"mirtarbase","hsa-miR-125b-5p","H2BC18","CLASH","Functional MTI (Weak)"
"mirtarbase","hsa-miR-125b-5p","H2BC18","CLASH",""
"tarbase","hsa-miR-129-2-3p","H2BC18","HITS-CLIP","negative"
"tarbase","hsa-miR-132-3p","H2BC18","HITS-CLIP","negative"
"tarbase","hsa-miR-15a-5p","H2BC18","HITS-CLIP","negative"
"tarbase","hsa-miR-15b-5p","H2BC18","HITS-CLIP","negative"
"tarbase","hsa-miR-16-5p","H2BC18","HITS-CLIP//qCLASH","negative"
"mirtarbase","hsa-miR-18a-3p","H2BC18","CLASH","Functional MTI (Weak)"
"mirtarbase","hsa-miR-18a-3p","H2BC18","CLASH",""
"tarbase","hsa-miR-194-5p","H2BC18","HITS-CLIP","negative"
"tarbase","hsa-miR-200b-3p","H2BC18","Microarrays","negative"
"tarbase","hsa-miR-21-5p","H2BC18","HITS-CLIP","negative"
"tarbase","hsa-miR-212-3p","H2BC18","HITS-CLIP","negative"
"mirtarbase","hsa-miR-25-3p","H2BC18","CLASH","Functional MTI (Weak)"
"mirtarbase","hsa-miR-25-3p","H2BC18","CLASH",""
"tarbase","hsa-miR-25-3p","H2BC18","CLASH","negative"
"mirtarbase","hsa-miR-26b-5p","H2BC18","Microarray","Functional MTI (Weak)"
"mirtarbase","hsa-miR-26b-5p","H2BC18","Microarray",""
"tarbase","hsa-miR-26b-5p","H2BC18","Microarrays","negative"
"mirtarbase","hsa-miR-296-3p","H2BC18","CLASH","Functional MTI (Weak)"
"mirtarbase","hsa-miR-296-3p","H2BC18","CLASH",""
"tarbase","hsa-miR-296-3p","H2BC18","CLASH","negative"
"tarbase","hsa-miR-29a-3p","H2BC18","HITS-CLIP","negative"
"tarbase","hsa-miR-29c-3p","H2BC18","HITS-CLIP","negative"
"tarbase","hsa-miR-30a-5p","H2BC18","HITS-CLIP","negative"
"tarbase","hsa-miR-30b-5p","H2BC18","HITS-CLIP","negative"
"tarbase","hsa-miR-30c-5p","H2BC18","HITS-CLIP","negative"
"tarbase","hsa-miR-340-5p","H2BC18","RNA-Seq","negative"
"tarbase","hsa-miR-34a-5p","H2BC18","HITS-CLIP","negative"
"mirtarbase","hsa-miR-423-5p","H2BC18","CLASH","Functional MTI (Weak)"
"mirtarbase","hsa-miR-423-5p","H2BC18","CLASH",""
"tarbase","hsa-miR-424-5p","H2BC18","HITS-CLIP","negative"
"tarbase","hsa-miR-497-5p","H2BC18","HITS-CLIP","negative"
"tarbase","hsa-miR-574-5p","H2BC18","RNA-Seq","negative"
"mirtarbase","hsa-miR-615-3p","H2BC18","CLASH","Functional MTI (Weak)"
"mirtarbase","hsa-miR-615-3p","H2BC18","CLASH",""
"mirtarbase","hsa-miR-760","H2BC18","CLASH","Functional MTI (Weak)"
"mirtarbase","hsa-miR-760","H2BC18","CLASH",""
"tarbase","hsa-miR-887-3p","H2BC18","HITS-CLIP","negative"
"tarbase","hsa-miR-92a-3p","H2BC18","qCLASH","negative"
"mirtarbase","hsa-miR-98-5p","H2BC18","Microarray","Functional MTI (Weak)"
"mirtarbase","hsa-miR-98-5p","H2BC18","Microarray",""
"tarbase","hsa-miR-98-5p","H2BC18","HITS-CLIP//Microarrays","negative"
"mirtarbase","hsa-miR-99b-3p","H2BC18","CLASH","Functional MTI (Weak)"
"mirtarbase","hsa-miR-99b-3p","H2BC18","CLASH",""
"tarbase","hsa-miR-99b-5p","H2BC18","Chimeric fragments","negative"
"tarbase","hsa-miR-1-3p","H3C10","HITS-CLIP//RPF-Seq//RNA-Seq","negative"
"tarbase","hsa-miR-103a-1-5p","H3C10","HITS-CLIP","negative"
"tarbase","hsa-miR-103a-2-5p","H3C10","HITS-CLIP","negative"
"mirtarbase","hsa-miR-1225-5p","H3C10","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-1225-5p","H3C10","PAR-CLIP",""
"mirtarbase","hsa-miR-1229-5p","H3C10","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-1229-5p","H3C10","PAR-CLIP",""
"tarbase","hsa-miR-1271-5p","H3C10","HITS-CLIP","negative"
"mirtarbase","hsa-miR-1276","H3C10","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-1276","H3C10","PAR-CLIP",""
"tarbase","hsa-miR-128-3p","H3C10","RNA-Seq","negative"
"mirtarbase","hsa-miR-1293","H3C10","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-1293","H3C10","PAR-CLIP",""
"tarbase","hsa-miR-130b-3p","H3C10","HITS-CLIP","negative"
"mirtarbase","hsa-miR-146a-3p","H3C10","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-146a-3p","H3C10","PAR-CLIP",""
"tarbase","hsa-miR-148a-5p","H3C10","HITS-CLIP","negative"
"tarbase","hsa-miR-148b-5p","H3C10","HITS-CLIP","negative"
"tarbase","hsa-miR-15a-5p","H3C10","HITS-CLIP","negative"
"mirtarbase","hsa-miR-193b-3p","H3C10","CLASH","Functional MTI (Weak)"
"mirtarbase","hsa-miR-193b-3p","H3C10","CLASH",""
"tarbase","hsa-miR-196a-5p","H3C10","HITS-CLIP","negative"
"tarbase","hsa-miR-26a-5p","H3C10","HITS-CLIP","negative"
"tarbase","hsa-miR-28-3p","H3C10","HITS-CLIP","negative"
"mirtarbase","hsa-miR-299-3p","H3C10","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-299-3p","H3C10","PAR-CLIP",""
"tarbase","hsa-miR-29a-3p","H3C10","HITS-CLIP","negative"
"tarbase","hsa-miR-29b-3p","H3C10","HITS-CLIP//qCLASH","negative"
"tarbase","hsa-miR-29c-3p","H3C10","HITS-CLIP//Microarrays","negative"
"tarbase","hsa-miR-30e-5p","H3C10","HITS-CLIP","negative"
"mirtarbase","hsa-miR-320a","H3C10","CLASH","Functional MTI (Weak)"
"mirtarbase","hsa-miR-320a","H3C10","CLASH",""
"tarbase","hsa-miR-340-5p","H3C10","RNA-Seq","negative"
"mirtarbase","hsa-miR-34a-3p","H3C10","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-34a-3p","H3C10","PAR-CLIP",""
"mirtarbase","hsa-miR-34a-5p","H3C10","Proteomics","Functional MTI (Weak)"
"mirtarbase","hsa-miR-34a-5p","H3C10","Proteomics",""
"tarbase","hsa-miR-34a-5p","H3C10","HITS-CLIP//pSILAC","negative"
"mirtarbase","hsa-miR-363-5p","H3C10","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-363-5p","H3C10","PAR-CLIP",""
"mirtarbase","hsa-miR-378a-3p","H3C10","CLASH","Functional MTI (Weak)"
"mirtarbase","hsa-miR-378a-3p","H3C10","CLASH",""
"tarbase","hsa-miR-378a-3p","H3C10","HITS-CLIP","negative"
"tarbase","hsa-miR-378d","H3C10","HITS-CLIP","negative"
"tarbase","hsa-miR-378i","H3C10","HITS-CLIP","negative"
"mirtarbase","hsa-miR-379-3p","H3C10","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-379-3p","H3C10","PAR-CLIP",""
"mirtarbase","hsa-miR-380-3p","H3C10","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-380-3p","H3C10","PAR-CLIP",""
"tarbase","hsa-miR-380-3p","H3C10","HITS-CLIP","negative"
"mirtarbase","hsa-miR-411-3p","H3C10","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-411-3p","H3C10","PAR-CLIP",""
"tarbase","hsa-miR-424-5p","H3C10","HITS-CLIP","negative"
"mirtarbase","hsa-miR-4483","H3C10","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4483","H3C10","PAR-CLIP",""
"mirtarbase","hsa-miR-4495","H3C10","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4495","H3C10","PAR-CLIP",""
"tarbase","hsa-miR-454-3p","H3C10","HITS-CLIP","negative"
"mirtarbase","hsa-miR-4766-5p","H3C10","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4766-5p","H3C10","PAR-CLIP",""
"mirtarbase","hsa-miR-484","H3C10","CLASH","Functional MTI (Weak)"
"mirtarbase","hsa-miR-484","H3C10","CLASH",""
"mirtarbase","hsa-miR-497-5p","H3C10","CLASH","Functional MTI (Weak)"
"mirtarbase","hsa-miR-497-5p","H3C10","CLASH",""
"mirtarbase","hsa-miR-503-3p","H3C10","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-503-3p","H3C10","PAR-CLIP",""
"tarbase","hsa-miR-532-5p","H3C10","HITS-CLIP","negative"
"mirtarbase","hsa-miR-5693","H3C10","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-5693","H3C10","PAR-CLIP",""
"tarbase","hsa-miR-574-5p","H3C10","RNA-Seq","negative"
"tarbase","hsa-miR-627-5p","H3C10","HITS-CLIP","negative"
"tarbase","hsa-miR-652-3p","H3C10","HITS-CLIP//Chimeric fragments","negative"
"mirtarbase","hsa-miR-6745","H3C10","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6745","H3C10","PAR-CLIP",""
"mirtarbase","hsa-miR-6748-5p","H3C10","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6748-5p","H3C10","PAR-CLIP",""
"mirtarbase","hsa-miR-6756-5p","H3C10","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6756-5p","H3C10","PAR-CLIP",""
"mirtarbase","hsa-miR-6759-5p","H3C10","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6759-5p","H3C10","PAR-CLIP",""
"mirtarbase","hsa-miR-6766-5p","H3C10","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6766-5p","H3C10","PAR-CLIP",""
"tarbase","hsa-miR-6770-5p","H3C10","HITS-CLIP","negative"
"mirtarbase","hsa-miR-6793-5p","H3C10","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6793-5p","H3C10","PAR-CLIP",""
"tarbase","hsa-miR-6818-5p","H3C10","HITS-CLIP","negative"
"mirtarbase","hsa-miR-6822-3p","H3C10","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6822-3p","H3C10","PAR-CLIP",""
"mirtarbase","hsa-miR-760","H3C10","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-760","H3C10","PAR-CLIP",""
"mirtarbase","hsa-miR-8057","H3C10","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-8057","H3C10","PAR-CLIP",""
"tarbase","hsa-miR-876-3p","H3C10","HITS-CLIP","negative"
"tarbase","hsa-miR-92a-3p","H3C10","HITS-CLIP//qCLASH","negative"
"tarbase","hsa-miR-92b-3p","H3C10","HITS-CLIP","negative"
"tarbase","hsa-let-7b-5p","H3C11","HITS-CLIP","negative"
"tarbase","hsa-let-7c-5p","H3C11","HITS-CLIP","negative"
"tarbase","hsa-let-7d-5p","H3C11","HITS-CLIP","negative"
"tarbase","hsa-let-7f-5p","H3C11","HITS-CLIP//qCLASH","negative"
"tarbase","hsa-let-7g-5p","H3C11","HITS-CLIP","negative"
"tarbase","hsa-let-7i-3p","H3C11","HITS-CLIP","negative"
"mirtarbase","hsa-miR-1-3p","H3C11","Other",""
"tarbase","hsa-miR-1-3p","H3C11","Microarrays","negative"
"tarbase","hsa-miR-106a-5p","H3C11","HITS-CLIP","negative"
"tarbase","hsa-miR-126-3p","H3C11","Microarrays","negative"
"tarbase","hsa-miR-138-5p","H3C11","Microarrays","negative"
"tarbase","hsa-miR-139-5p","H3C11","HITS-CLIP","negative"
"tarbase","hsa-miR-146a-5p","H3C11","Microarrays","negative"
"tarbase","hsa-miR-15a-5p","H3C11","HITS-CLIP","negative"
"tarbase","hsa-miR-15b-5p","H3C11","HITS-CLIP","negative"
"tarbase","hsa-miR-16-5p","H3C11","HITS-CLIP//qCLASH","negative"
"tarbase","hsa-miR-184","H3C11","HITS-CLIP","negative"
"tarbase","hsa-miR-196a-5p","H3C11","HITS-CLIP","negative"
"tarbase","hsa-miR-21-5p","H3C11","qCLASH","negative"
"tarbase","hsa-miR-26a-5p","H3C11","HITS-CLIP","negative"
"tarbase","hsa-miR-27a-3p","H3C11","Microarrays","negative"
"tarbase","hsa-miR-29b-3p","H3C11","HITS-CLIP","negative"
"tarbase","hsa-miR-340-5p","H3C11","RNA-Seq","negative"
"mirtarbase","hsa-miR-34a-5p","H3C11","Proteomics","Functional MTI (Weak)"
"mirtarbase","hsa-miR-34a-5p","H3C11","Proteomics",""
"tarbase","hsa-miR-34a-5p","H3C11","HITS-CLIP","negative"
"tarbase","hsa-miR-374a-5p","H3C11","Microarrays","negative"
"tarbase","hsa-miR-374b-5p","H3C11","HITS-CLIP","negative"
"tarbase","hsa-miR-375-3p","H3C11","HITS-CLIP","negative"
"tarbase","hsa-miR-412-5p","H3C11","HITS-CLIP","negative"
"tarbase","hsa-miR-423-3p","H3C11","HITS-CLIP","negative"
"tarbase","hsa-miR-423-5p","H3C11","HITS-CLIP","negative"
"tarbase","hsa-miR-449a","H3C11","Microarrays","negative"
"tarbase","hsa-miR-449b-5p","H3C11","Microarrays","negative"
"tarbase","hsa-miR-532-5p","H3C11","HITS-CLIP","negative"
"tarbase","hsa-miR-652-3p","H3C11","HITS-CLIP//qCLASH","negative"
"tarbase","hsa-miR-7-5p","H3C11","HITS-CLIP","negative"
"tarbase","hsa-miR-92a-3p","H3C11","HITS-CLIP","negative"
"tarbase","hsa-miR-92b-3p","H3C11","HITS-CLIP","negative"
"mirtarbase","hsa-miR-100-3p","H3C12","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-100-3p","H3C12","PAR-CLIP",""
"mirtarbase","hsa-miR-1276","H3C12","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-1276","H3C12","PAR-CLIP",""
"mirtarbase","hsa-miR-146a-3p","H3C12","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-146a-3p","H3C12","PAR-CLIP",""
"tarbase","hsa-miR-20b-5p","H3C12","RNA-Seq","negative"
"tarbase","hsa-miR-29c-3p","H3C12","Microarrays","negative"
"tarbase","hsa-miR-340-5p","H3C12","RNA-Seq","negative"
"mirtarbase","hsa-miR-34a-5p","H3C12","Proteomics","Functional MTI (Weak)"
"mirtarbase","hsa-miR-34a-5p","H3C12","Proteomics",""
"tarbase","hsa-miR-34a-5p","H3C12","pSILAC","negative"
"mirtarbase","hsa-miR-4453","H3C12","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4453","H3C12","PAR-CLIP",""
"mirtarbase","hsa-miR-4538","H3C12","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4538","H3C12","PAR-CLIP",""
"mirtarbase","hsa-miR-4766-5p","H3C12","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4766-5p","H3C12","PAR-CLIP",""
"mirtarbase","hsa-miR-5693","H3C12","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-5693","H3C12","PAR-CLIP",""
"mirtarbase","hsa-miR-6079","H3C12","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6079","H3C12","PAR-CLIP",""
"mirtarbase","hsa-miR-671-5p","H3C12","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-671-5p","H3C12","PAR-CLIP",""
"mirtarbase","hsa-miR-6822-3p","H3C12","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6822-3p","H3C12","PAR-CLIP",""
"mirtarbase","hsa-miR-6828-5p","H3C12","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6828-5p","H3C12","PAR-CLIP",""
"mirtarbase","hsa-miR-760","H3C12","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-760","H3C12","PAR-CLIP",""
"mirtarbase","hsa-miR-8057","H3C12","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-8057","H3C12","PAR-CLIP",""
"tarbase","hsa-let-7a-5p","H3C13","HITS-CLIP","negative"
"mirtarbase","hsa-miR-1-3p","H3C13","Proteomics","Functional MTI (Weak)"
"mirtarbase","hsa-miR-1-3p","H3C13","Proteomics",""
"tarbase","hsa-miR-1-3p","H3C13","RPF-Seq//pSILAC","negative"
"tarbase","hsa-miR-106a-5p","H3C13","HITS-CLIP","negative"
"mirtarbase","hsa-miR-1245b-5p","H3C13","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-1245b-5p","H3C13","PAR-CLIP",""
"mirtarbase","hsa-miR-1276","H3C13","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-1276","H3C13","PAR-CLIP",""
"tarbase","hsa-miR-1276","H3C13","HITS-CLIP","negative"
"tarbase","hsa-miR-1287-5p","H3C13","HITS-CLIP","negative"
"tarbase","hsa-miR-132-3p","H3C13","HITS-CLIP","negative"
"tarbase","hsa-miR-140-5p","H3C13","HITS-CLIP","negative"
"mirtarbase","hsa-miR-146a-3p","H3C13","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-146a-3p","H3C13","PAR-CLIP",""
"tarbase","hsa-miR-15a-5p","H3C13","HITS-CLIP","negative"
"tarbase","hsa-miR-16-5p","H3C13","HITS-CLIP//qCLASH//RNA-Seq","negative"
"tarbase","hsa-miR-187-3p","H3C13","HITS-CLIP","negative"
"tarbase","hsa-miR-191-5p","H3C13","RNA-Seq","negative"
"tarbase","hsa-miR-194-5p","H3C13","HITS-CLIP","negative"
"tarbase","hsa-miR-196a-5p","H3C13","HITS-CLIP","negative"
"tarbase","hsa-miR-20b-5p","H3C13","RNA-Seq","negative"
"mirtarbase","hsa-miR-221-3p","H3C13","CLASH","Functional MTI (Weak)"
"mirtarbase","hsa-miR-221-3p","H3C13","CLASH",""
"tarbase","hsa-miR-28-5p","H3C13","HITS-CLIP","negative"
"tarbase","hsa-miR-29a-3p","H3C13","HITS-CLIP","negative"
"tarbase","hsa-miR-29c-3p","H3C13","HITS-CLIP","negative"
"tarbase","hsa-miR-340-5p","H3C13","RNA-Seq","negative"
"mirtarbase","hsa-miR-34a-5p","H3C13","Proteomics","Functional MTI (Weak)"
"mirtarbase","hsa-miR-34a-5p","H3C13","Proteomics",""
"tarbase","hsa-miR-34a-5p","H3C13","HITS-CLIP//pSILAC","negative"
"mirtarbase","hsa-miR-369-5p","H3C13","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-369-5p","H3C13","PAR-CLIP",""
"tarbase","hsa-miR-369-5p","H3C13","HITS-CLIP","negative"
"tarbase","hsa-miR-423-5p","H3C13","HITS-CLIP","negative"
"tarbase","hsa-miR-424-5p","H3C13","HITS-CLIP","negative"
"mirtarbase","hsa-miR-4760-5p","H3C13","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4760-5p","H3C13","PAR-CLIP",""
"mirtarbase","hsa-miR-4766-5p","H3C13","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4766-5p","H3C13","PAR-CLIP",""
"tarbase","hsa-miR-503-5p","H3C13","HITS-CLIP","negative"
"tarbase","hsa-miR-532-5p","H3C13","HITS-CLIP","negative"
"tarbase","hsa-miR-652-3p","H3C13","HITS-CLIP","negative"
"tarbase","hsa-miR-654-3p","H3C13","HITS-CLIP","negative"
"tarbase","hsa-miR-654-5p","H3C13","HITS-CLIP","negative"
"mirtarbase","hsa-miR-6822-3p","H3C13","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6822-3p","H3C13","PAR-CLIP",""
"mirtarbase","hsa-miR-760","H3C13","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-760","H3C13","PAR-CLIP",""
"mirtarbase","hsa-miR-8057","H3C13","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-8057","H3C13","PAR-CLIP",""
"mirtarbase","hsa-miR-8061","H3C13","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-8061","H3C13","PAR-CLIP",""
"tarbase","hsa-miR-99b-5p","H3C13","Microarrays","negative"
"mirtarbase","hsa-miR-1-3p","H3C14","Proteomics","Functional MTI (Weak)"
"mirtarbase","hsa-miR-1-3p","H3C14","Proteomics",""
"tarbase","hsa-miR-1-3p","H3C14","pSILAC","negative"
"mirtarbase","hsa-miR-1261","H3C14","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-1261","H3C14","PAR-CLIP",""
"mirtarbase","hsa-miR-1276","H3C14","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-1276","H3C14","PAR-CLIP",""
"tarbase","hsa-miR-1276","H3C14","HITS-CLIP","negative"
"mirtarbase","hsa-miR-1293","H3C14","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-1293","H3C14","PAR-CLIP",""
"mirtarbase","hsa-miR-146a-3p","H3C14","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-146a-3p","H3C14","PAR-CLIP",""
"tarbase","hsa-miR-15a-5p","H3C14","HITS-CLIP","negative"
"tarbase","hsa-miR-16-5p","H3C14","HITS-CLIP//qCLASH","negative"
"tarbase","hsa-miR-18a-5p","H3C14","HITS-CLIP","negative"
"tarbase","hsa-miR-200c-3p","H3C14","qCLASH","negative"
"mirtarbase","hsa-miR-299-3p","H3C14","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-299-3p","H3C14","PAR-CLIP",""
"tarbase","hsa-miR-340-5p","H3C14","RNA-Seq","negative"
"mirtarbase","hsa-miR-34a-5p","H3C14","Proteomics","Functional MTI (Weak)"
"mirtarbase","hsa-miR-34a-5p","H3C14","Proteomics",""
"tarbase","hsa-miR-34a-5p","H3C14","HITS-CLIP//pSILAC","negative"
"mirtarbase","hsa-miR-363-5p","H3C14","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-363-5p","H3C14","PAR-CLIP",""
"tarbase","hsa-miR-374b-5p","H3C14","HITS-CLIP","negative"
"tarbase","hsa-miR-423-5p","H3C14","HITS-CLIP","negative"
"tarbase","hsa-miR-4446-3p","H3C14","HITS-CLIP","negative"
"mirtarbase","hsa-miR-4483","H3C14","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4483","H3C14","PAR-CLIP",""
"tarbase","hsa-miR-455-3p","H3C14","qCLASH","negative"
"mirtarbase","hsa-miR-4766-5p","H3C14","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4766-5p","H3C14","PAR-CLIP",""
"mirtarbase","hsa-miR-5004-3p","H3C14","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-5004-3p","H3C14","PAR-CLIP",""
"mirtarbase","hsa-miR-5693","H3C14","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-5693","H3C14","PAR-CLIP",""
"tarbase","hsa-miR-652-3p","H3C14","qCLASH","negative"
"mirtarbase","hsa-miR-6745","H3C14","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6745","H3C14","PAR-CLIP",""
"mirtarbase","hsa-miR-6748-5p","H3C14","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6748-5p","H3C14","PAR-CLIP",""
"mirtarbase","hsa-miR-6756-5p","H3C14","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6756-5p","H3C14","PAR-CLIP",""
"mirtarbase","hsa-miR-6759-5p","H3C14","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6759-5p","H3C14","PAR-CLIP",""
"mirtarbase","hsa-miR-6766-5p","H3C14","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6766-5p","H3C14","PAR-CLIP",""
"mirtarbase","hsa-miR-6793-5p","H3C14","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6793-5p","H3C14","PAR-CLIP",""
"mirtarbase","hsa-miR-6822-3p","H3C14","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6822-3p","H3C14","PAR-CLIP",""
"mirtarbase","hsa-miR-760","H3C14","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-760","H3C14","PAR-CLIP",""
"mirtarbase","hsa-miR-7850-5p","H3C14","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-7850-5p","H3C14","PAR-CLIP",""
"mirtarbase","hsa-miR-8057","H3C14","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-8057","H3C14","PAR-CLIP",""
"tarbase","hsa-let-7a-5p","H3C2","qCLASH","negative"
"mirtarbase","hsa-let-7b-5p","H3C2","CLASH","Functional MTI (Weak)"
"mirtarbase","hsa-let-7b-5p","H3C2","CLASH",""
"tarbase","hsa-let-7i-5p","H3C2","HITS-CLIP","negative"
"mirtarbase","hsa-miR-1-3p","H3C2","Microarray","Functional MTI (Weak)"
"mirtarbase","hsa-miR-1-3p","H3C2","Other//Microarray",""
"tarbase","hsa-miR-103a-3p","H3C2","HITS-CLIP","negative"
"tarbase","hsa-miR-106a-5p","H3C2","HITS-CLIP","negative"
"tarbase","hsa-miR-106b-5p","H3C2","HITS-CLIP","negative"
"tarbase","hsa-miR-107","H3C2","HITS-CLIP","negative"
"tarbase","hsa-miR-1180-3p","H3C2","HITS-CLIP","negative"
"mirtarbase","hsa-miR-1276","H3C2","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-1276","H3C2","PAR-CLIP",""
"tarbase","hsa-miR-1276","H3C2","HITS-CLIP","negative"
"mirtarbase","hsa-miR-1277-5p","H3C2","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-1277-5p","H3C2","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-1277-5p","H3C2","PAR-CLIP//HITS-CLIP",""
"tarbase","hsa-miR-128-3p","H3C2","HITS-CLIP","negative"
"mirtarbase","hsa-miR-1293","H3C2","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-1293","H3C2","PAR-CLIP",""
"tarbase","hsa-miR-1293","H3C2","HITS-CLIP","negative"
"tarbase","hsa-miR-139-5p","H3C2","HITS-CLIP","negative"
"mirtarbase","hsa-miR-144-3p","H3C2","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-144-3p","H3C2","HITS-CLIP",""
"mirtarbase","hsa-miR-146a-3p","H3C2","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-146a-3p","H3C2","PAR-CLIP",""
"tarbase","hsa-miR-15a-5p","H3C2","HITS-CLIP","negative"
"tarbase","hsa-miR-15b-3p","H3C2","HITS-CLIP","negative"
"tarbase","hsa-miR-16-5p","H3C2","qCLASH","negative"
"tarbase","hsa-miR-17-5p","H3C2","HITS-CLIP","negative"
"mirtarbase","hsa-miR-190a-3p","H3C2","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-190a-3p","H3C2","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-190a-3p","H3C2","PAR-CLIP//HITS-CLIP",""
"mirtarbase","hsa-miR-193b-3p","H3C2","CLASH","Functional MTI (Weak)"
