"database","mature_mirna_id","target_symbol","experiment","support_type"
"tarbase","hsa-let-7b-5p","ABCA10","HITS-CLIP","negative"
"tarbase","hsa-let-7e-5p","ABCA10","HITS-CLIP","negative"
"tarbase","hsa-let-7f-5p","ABCA10","HITS-CLIP","negative"
"tarbase","hsa-let-7g-5p","ABCA10","HITS-CLIP","negative"
"tarbase","hsa-miR-1-3p","ABCA10","HITS-CLIP","negative"
"tarbase","hsa-miR-103a-3p","ABCA10","HITS-CLIP","negative"
"tarbase","hsa-miR-106a-5p","ABCA10","HITS-CLIP","negative"
"tarbase","hsa-miR-106b-5p","ABCA10","HITS-CLIP","negative"
"tarbase","hsa-miR-107","ABCA10","HITS-CLIP","negative"
"tarbase","hsa-miR-124-3p","ABCA10","HITS-CLIP","negative"
"mirtarbase","hsa-miR-1281","ABCA10","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-1281","ABCA10","PAR-CLIP",""
"tarbase","hsa-miR-17-5p","ABCA10","HITS-CLIP","negative"
"tarbase","hsa-miR-18a-5p","ABCA10","HITS-CLIP","negative"
"tarbase","hsa-miR-18b-5p","ABCA10","HITS-CLIP","negative"
"tarbase","hsa-miR-194-5p","ABCA10","HITS-CLIP","negative"
"tarbase","hsa-miR-19a-3p","ABCA10","HITS-CLIP","negative"
"tarbase","hsa-miR-19b-3p","ABCA10","HITS-CLIP","negative"
"tarbase","hsa-miR-20a-5p","ABCA10","HITS-CLIP","negative"
"tarbase","hsa-miR-20b-5p","ABCA10","HITS-CLIP","negative"
"tarbase","hsa-miR-28-3p","ABCA10","HITS-CLIP","negative"
"tarbase","hsa-miR-29b-3p","ABCA10","HITS-CLIP","negative"
"tarbase","hsa-miR-374a-5p","ABCA10","HITS-CLIP","negative"
"tarbase","hsa-miR-423-5p","ABCA10","HITS-CLIP","negative"
"tarbase","hsa-miR-486-5p","ABCA10","HITS-CLIP","negative"
"tarbase","hsa-miR-656-5p","ABCA10","HITS-CLIP","negative"
"mirtarbase","hsa-miR-6785-3p","ABCA10","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6785-3p","ABCA10","PAR-CLIP",""
"tarbase","hsa-miR-93-5p","ABCA10","HITS-CLIP","negative"
"tarbase","hsa-miR-103a-3p","ABCA6","HITS-CLIP","negative"
"tarbase","hsa-miR-106a-5p","ABCA6","HITS-CLIP","negative"
"tarbase","hsa-miR-107","ABCA6","HITS-CLIP","negative"
"mirtarbase","hsa-miR-122-5p","ABCA6","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-122-5p","ABCA6","HITS-CLIP",""
"mirtarbase","hsa-miR-1279","ABCA6","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-1279","ABCA6","PAR-CLIP",""
"tarbase","hsa-miR-142-5p","ABCA6","PAR-CLIP","negative"
"tarbase","hsa-miR-15a-5p","ABCA6","HITS-CLIP","negative"
"tarbase","hsa-miR-17-5p","ABCA6","HITS-CLIP","negative"
"tarbase","hsa-miR-181a-5p","ABCA6","HITS-CLIP","negative"
"tarbase","hsa-miR-181b-5p","ABCA6","HITS-CLIP","negative"
"tarbase","hsa-miR-18a-5p","ABCA6","HITS-CLIP","negative"
"tarbase","hsa-miR-18b-5p","ABCA6","HITS-CLIP","negative"
"mirtarbase","hsa-miR-197-3p","ABCA6","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-197-3p","ABCA6","PAR-CLIP",""
"tarbase","hsa-miR-20b-5p","ABCA6","HITS-CLIP","negative"
"tarbase","hsa-miR-210-3p","ABCA6","Microarrays","negative"
"mirtarbase","hsa-miR-215-3p","ABCA6","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-215-3p","ABCA6","HITS-CLIP",""
"mirtarbase","hsa-miR-26b-5p","ABCA6","Microarray","Functional MTI (Weak)"
"mirtarbase","hsa-miR-26b-5p","ABCA6","Microarray",""
"tarbase","hsa-miR-26b-5p","ABCA6","Microarrays","negative"
"tarbase","hsa-miR-30e-3p","ABCA6","PAR-CLIP","negative"
"mirtarbase","hsa-miR-3135b","ABCA6","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-3135b","ABCA6","HITS-CLIP",""
"mirtarbase","hsa-miR-3157-5p","ABCA6","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-3157-5p","ABCA6","PAR-CLIP",""
"mirtarbase","hsa-miR-3187-3p","ABCA6","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-3187-3p","ABCA6","PAR-CLIP",""
"mirtarbase","hsa-miR-3652","ABCA6","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-3652","ABCA6","HITS-CLIP",""
"mirtarbase","hsa-miR-3664-5p","ABCA6","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-3664-5p","ABCA6","HITS-CLIP",""
"mirtarbase","hsa-miR-4430","ABCA6","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4430","ABCA6","HITS-CLIP",""
"mirtarbase","hsa-miR-4435","ABCA6","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4435","ABCA6","PAR-CLIP",""
"mirtarbase","hsa-miR-4534","ABCA6","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4534","ABCA6","PAR-CLIP",""
"mirtarbase","hsa-miR-4653-3p","ABCA6","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4653-3p","ABCA6","PAR-CLIP",""
"mirtarbase","hsa-miR-4701-5p","ABCA6","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4701-5p","ABCA6","PAR-CLIP",""
"mirtarbase","hsa-miR-4717-3p","ABCA6","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4717-3p","ABCA6","HITS-CLIP",""
"mirtarbase","hsa-miR-500b-3p","ABCA6","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-500b-3p","ABCA6","HITS-CLIP",""
"mirtarbase","hsa-miR-504-3p","ABCA6","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-504-3p","ABCA6","HITS-CLIP",""
"mirtarbase","hsa-miR-5096","ABCA6","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-5096","ABCA6","PAR-CLIP",""
"mirtarbase","hsa-miR-548s","ABCA6","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-548s","ABCA6","PAR-CLIP",""
"mirtarbase","hsa-miR-5589-3p","ABCA6","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-5589-3p","ABCA6","HITS-CLIP",""
"mirtarbase","hsa-miR-585-5p","ABCA6","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-585-5p","ABCA6","HITS-CLIP",""
"mirtarbase","hsa-miR-588","ABCA6","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-588","ABCA6","PAR-CLIP",""
"mirtarbase","hsa-miR-6514-5p","ABCA6","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6514-5p","ABCA6","PAR-CLIP",""
"mirtarbase","hsa-miR-6773-3p","ABCA6","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6773-3p","ABCA6","HITS-CLIP",""
"mirtarbase","hsa-miR-6879-3p","ABCA6","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6879-3p","ABCA6","HITS-CLIP",""
"mirtarbase","hsa-miR-8082","ABCA6","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-8082","ABCA6","PAR-CLIP",""
"mirtarbase","hsa-miR-96-5p","ABCA6","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-96-5p","ABCA6","HITS-CLIP",""
"tarbase","hsa-let-7a-5p","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-106a-5p","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-139-3p","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-139-5p","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-146a-5p","ABCA8","Microarrays","negative"
"tarbase","hsa-miR-15a-5p","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-15b-5p","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-16-5p","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-18a-5p","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-18b-5p","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-191-5p","ABCA8","HITS-CLIP","negative"
"mirtarbase","hsa-miR-192-5p","ABCA8","Microarray","Functional MTI (Weak)"
"mirtarbase","hsa-miR-192-5p","ABCA8","Microarray//Other",""
"tarbase","hsa-miR-19a-3p","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-19b-3p","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-21-5p","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-2110","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-25-3p","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-26a-5p","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-26b-5p","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-27a-3p","ABCA8","Microarrays","negative"
"tarbase","hsa-miR-30a-3p","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-30a-5p","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-30e-3p","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-31-5p","ABCA8","HITS-CLIP","negative"
"mirtarbase","hsa-miR-335-5p","ABCA8","Microarray","Functional MTI (Weak)"
"mirtarbase","hsa-miR-335-5p","ABCA8","Microarray",""
"tarbase","hsa-miR-335-5p","ABCA8","Microarrays","negative"
"tarbase","hsa-miR-34a-5p","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-3612","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-363-3p","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-376c-3p","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-424-5p","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-433-5p","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-4725-3p","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-758-5p","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-766-5p","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-876-3p","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-92a-3p","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-92b-3p","ABCA8","HITS-CLIP","negative"
"tarbase","hsa-miR-101-3p","ABCA9","HITS-CLIP","negative"
"tarbase","hsa-miR-124-3p","ABCA9","HITS-CLIP","negative"
"tarbase","hsa-miR-15a-5p","ABCA9","HITS-CLIP","negative"
"tarbase","hsa-miR-15b-5p","ABCA9","HITS-CLIP","negative"
"tarbase","hsa-miR-16-5p","ABCA9","HITS-CLIP","negative"
"tarbase","hsa-miR-194-5p","ABCA9","HITS-CLIP","negative"
"tarbase","hsa-miR-19a-3p","ABCA9","HITS-CLIP","negative"
"tarbase","hsa-miR-19b-3p","ABCA9","HITS-CLIP","negative"
"tarbase","hsa-miR-29b-3p","ABCA9","HITS-CLIP","negative"
"tarbase","hsa-miR-29c-3p","ABCA9","HITS-CLIP","negative"
"tarbase","hsa-miR-329-3p","ABCA9","HITS-CLIP","negative"
"tarbase","hsa-miR-340-3p","ABCA9","HITS-CLIP","negative"
"tarbase","hsa-miR-34a-5p","ABCA9","HITS-CLIP","negative"
"tarbase","hsa-miR-3662","ABCA9","RNA-Seq","negative"
"tarbase","hsa-miR-424-5p","ABCA9","HITS-CLIP","negative"
"tarbase","hsa-miR-433-3p","ABCA9","HITS-CLIP","negative"
"tarbase","hsa-miR-539-3p","ABCA9","HITS-CLIP","negative"
"tarbase","hsa-miR-642a-5p","ABCA9","HITS-CLIP","negative"
"tarbase","hsa-miR-876-3p","ABCA9","HITS-CLIP","negative"
"tarbase","hsa-let-7a-5p","ABCC3","HITS-CLIP//PAR-CLIP//qCLASH","negative"
"tarbase","hsa-let-7b-5p","ABCC3","PAR-CLIP//HITS-CLIP//qCLASH","negative"
"tarbase","hsa-let-7c-5p","ABCC3","HITS-CLIP","negative"
"tarbase","hsa-let-7d-5p","ABCC3","PAR-CLIP//qCLASH","negative"
"tarbase","hsa-let-7e-5p","ABCC3","HITS-CLIP//PAR-CLIP//qCLASH","negative"
"tarbase","hsa-let-7f-5p","ABCC3","HITS-CLIP//PAR-CLIP//qCLASH","negative"
"tarbase","hsa-let-7g-5p","ABCC3","HITS-CLIP//PAR-CLIP//qCLASH","negative"
"tarbase","hsa-let-7i-5p","ABCC3","HITS-CLIP//PAR-CLIP//qCLASH","negative"
"tarbase","hsa-miR-1-3p","ABCC3","Microarrays","negative"
"tarbase","hsa-miR-101-3p","ABCC3","HITS-CLIP//RNA-Seq","negative"
"tarbase","hsa-miR-103a-3p","ABCC3","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-106a-5p","ABCC3","HITS-CLIP","negative"
"tarbase","hsa-miR-106b-5p","ABCC3","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-107","ABCC3","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-122-5p","ABCC3","Biotin-Microarrays","negative"
"mirtarbase","hsa-miR-124-3p","ABCC3","Microarray","Functional MTI (Weak)"
"mirtarbase","hsa-miR-124-3p","ABCC3","Microarray",""
"tarbase","hsa-miR-124-3p","ABCC3","Microarrays","negative"
"tarbase","hsa-miR-125a-3p","ABCC3","HITS-CLIP","negative"
"tarbase","hsa-miR-125a-5p","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-125b-1-3p","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-125b-5p","ABCC3","HITS-CLIP","negative"
"tarbase","hsa-miR-1271-5p","ABCC3","RNA-Seq","negative"
"tarbase","hsa-miR-130b-3p","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-130b-5p","ABCC3","HITS-CLIP","negative"
"tarbase","hsa-miR-139-5p","ABCC3","HITS-CLIP","negative"
"tarbase","hsa-miR-146a-5p","ABCC3","Microarrays","negative"
"tarbase","hsa-miR-147a","ABCC3","Microarrays","negative"
"tarbase","hsa-miR-147b-3p","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-148a-3p","ABCC3","PAR-CLIP//RNA-Seq","negative"
"tarbase","hsa-miR-148b-3p","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-151a-3p","ABCC3","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-155-5p","ABCC3","RNA-Seq","negative"
"tarbase","hsa-miR-15a-5p","ABCC3","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-15b-5p","ABCC3","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-16-5p","ABCC3","HITS-CLIP//PAR-CLIP//qCLASH","negative"
"tarbase","hsa-miR-17-5p","ABCC3","HITS-CLIP//qCLASH","negative"
"tarbase","hsa-miR-181a-2-3p","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-181a-5p","ABCC3","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-181b-5p","ABCC3","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-181c-5p","ABCC3","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-181d-5p","ABCC3","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-182-5p","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-183-5p","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-185-5p","ABCC3","HITS-CLIP","negative"
"tarbase","hsa-miR-186-5p","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-18a-5p","ABCC3","HITS-CLIP//PAR-CLIP//qCLASH","negative"
"tarbase","hsa-miR-191-5p","ABCC3","HITS-CLIP","negative"
"mirtarbase","hsa-miR-192-5p","ABCC3","Microarray","Functional MTI (Weak)"
"mirtarbase","hsa-miR-192-5p","ABCC3","Microarray//Other",""
"tarbase","hsa-miR-193a-3p","ABCC3","HITS-CLIP","negative"
"tarbase","hsa-miR-193b-3p","ABCC3","HITS-CLIP","negative"
"tarbase","hsa-miR-194-5p","ABCC3","HITS-CLIP","negative"
"tarbase","hsa-miR-195-5p","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-196a-5p","ABCC3","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-196b-5p","ABCC3","PAR-CLIP","negative"
"mirtarbase","hsa-miR-197-3p","ABCC3","Microarray","Functional MTI (Weak)"
"mirtarbase","hsa-miR-197-3p","ABCC3","Microarray//Other",""
"tarbase","hsa-miR-19a-3p","ABCC3","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-19b-3p","ABCC3","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-200c-3p","ABCC3","Microarrays","negative"
"tarbase","hsa-miR-20a-5p","ABCC3","PAR-CLIP//HITS-CLIP//qCLASH","negative"
"tarbase","hsa-miR-20b-5p","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-21-3p","ABCC3","PAR-CLIP//Microarrays","negative"
"tarbase","hsa-miR-210-3p","ABCC3","HITS-CLIP//Microarrays","negative"
"tarbase","hsa-miR-23a-3p","ABCC3","qCLASH","negative"
"tarbase","hsa-miR-24-2-5p","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-24-3p","ABCC3","PAR-CLIP//Microarrays","negative"
"tarbase","hsa-miR-27a-3p","ABCC3","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-27a-5p","ABCC3","Microarrays","negative"
"tarbase","hsa-miR-27b-3p","ABCC3","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-301b-3p","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-3074-5p","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-30a-5p","ABCC3","HITS-CLIP","negative"
"tarbase","hsa-miR-30b-3p","ABCC3","qCLASH","negative"
"tarbase","hsa-miR-30b-5p","ABCC3","HITS-CLIP//qCLASH","negative"
"tarbase","hsa-miR-30c-1-3p","ABCC3","HITS-CLIP","negative"
"tarbase","hsa-miR-30c-2-3p","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-30c-5p","ABCC3","HITS-CLIP","negative"
"tarbase","hsa-miR-30d-5p","ABCC3","HITS-CLIP","negative"
"tarbase","hsa-miR-30e-3p","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-30e-5p","ABCC3","HITS-CLIP","negative"
"tarbase","hsa-miR-31-5p","ABCC3","HITS-CLIP//PAR-CLIP//qCLASH","negative"
"tarbase","hsa-miR-320a-3p","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-324-3p","ABCC3","qCLASH","negative"
"mirtarbase","hsa-miR-335-5p","ABCC3","Microarray","Functional MTI (Weak)"
"mirtarbase","hsa-miR-335-5p","ABCC3","Microarray",""
"tarbase","hsa-miR-335-5p","ABCC3","Microarrays","negative"
"tarbase","hsa-miR-338-3p","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-340-5p","ABCC3","RNA-Seq","negative"
"tarbase","hsa-miR-34a-5p","ABCC3","HITS-CLIP//PAR-CLIP//Biotin-Microarrays","negative"
"tarbase","hsa-miR-365a-3p","ABCC3","qCLASH","negative"
"tarbase","hsa-miR-365b-3p","ABCC3","qCLASH","negative"
"tarbase","hsa-miR-3662","ABCC3","RNA-Seq","negative"
"tarbase","hsa-miR-374c-3p","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-378a-3p","ABCC3","PAR-CLIP","negative"
"mirtarbase","hsa-miR-379-3p","ABCC3","Luciferase reporter assay//RNA-seq//qRT-PCR",""
"tarbase","hsa-miR-423-5p","ABCC3","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-424-5p","ABCC3","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-454-5p","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-484","ABCC3","PAR-CLIP//qCLASH","negative"
"tarbase","hsa-miR-486-3p","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-486-5p","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-513a-5p","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-513b-5p","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-520h","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-574-5p","ABCC3","RNA-Seq","negative"
"tarbase","hsa-miR-7-5p","ABCC3","HITS-CLIP//sRNA-Seq","negative"
"tarbase","hsa-miR-766-3p","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-769-5p","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-9-3p","ABCC3","RNA-Seq","negative"
"tarbase","hsa-miR-93-5p","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-935","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-96-5p","ABCC3","PAR-CLIP","negative"
"tarbase","hsa-miR-98-5p","ABCC3","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-let-7b-5p","ABCD1","Microarrays","negative"
"tarbase","hsa-miR-103a-3p","ABCD1","HITS-CLIP","negative"
"tarbase","hsa-miR-1226-3p","ABCD1","PAR-CLIP","negative"
"tarbase","hsa-miR-124-3p","ABCD1","HITS-CLIP","negative"
"tarbase","hsa-miR-147b-3p","ABCD1","PAR-CLIP","negative"
"tarbase","hsa-miR-16-5p","ABCD1","Microarrays","negative"
"tarbase","hsa-miR-183-5p","ABCD1","PAR-CLIP","negative"
"tarbase","hsa-miR-193b-3p","ABCD1","PAR-CLIP","negative"
"tarbase","hsa-miR-196a-5p","ABCD1","HITS-CLIP","negative"
"tarbase","hsa-miR-197-3p","ABCD1","PAR-CLIP","negative"
"mirtarbase","hsa-miR-23a-3p","ABCD1","CLASH","Functional MTI (Weak)"
"mirtarbase","hsa-miR-23a-3p","ABCD1","CLASH",""
"mirtarbase","hsa-miR-26b-5p","ABCD1","Microarray","Functional MTI (Weak)"
"mirtarbase","hsa-miR-26b-5p","ABCD1","Microarray",""
"tarbase","hsa-miR-26b-5p","ABCD1","Microarrays","negative"
"tarbase","hsa-miR-29b-3p","ABCD1","HITS-CLIP//sRNA-Seq","negative"
"tarbase","hsa-miR-31-5p","ABCD1","RNA-Seq","negative"
"tarbase","hsa-miR-33a-5p","ABCD1","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-340-5p","ABCD1","RNA-Seq","negative"
"tarbase","hsa-miR-34a-5p","ABCD1","HITS-CLIP//RNA-Seq//Biotin-Microarrays","negative"
"tarbase","hsa-miR-423-5p","ABCD1","HITS-CLIP//PAR-CLIP","negative"
"mirtarbase","hsa-miR-615-3p","ABCD1","CLASH","Functional MTI (Weak)"
"mirtarbase","hsa-miR-615-3p","ABCD1","CLASH",""
"tarbase","hsa-miR-6770-5p","ABCD1","HITS-CLIP","negative"
"tarbase","hsa-miR-9-5p","ABCD1","RNA-Seq","negative"
"mirtarbase","hsa-miR-96-5p","ABCD1","Microarray","Functional MTI (Weak)"
"mirtarbase","hsa-miR-96-5p","ABCD1","Microarray",""
"tarbase","hsa-miR-96-5p","ABCD1","HITS-CLIP","negative"
"tarbase","hsa-let-7a-3p","ABHD12B","PAR-CLIP","negative"
"tarbase","hsa-let-7a-5p","ABHD12B","HITS-CLIP","negative"
"tarbase","hsa-let-7g-5p","ABHD12B","HITS-CLIP","negative"
"tarbase","hsa-miR-126-3p","ABHD12B","Microarrays","negative"
"tarbase","hsa-miR-139-5p","ABHD12B","HITS-CLIP","negative"
"tarbase","hsa-miR-183-5p","ABHD12B","PAR-CLIP","negative"
"tarbase","hsa-miR-20a-5p","ABHD12B","HITS-CLIP","negative"
"tarbase","hsa-miR-3144-3p","ABHD12B","HITS-CLIP","negative"
"mirtarbase","hsa-miR-335-5p","ABHD12B","Microarray","Functional MTI (Weak)"
"mirtarbase","hsa-miR-335-5p","ABHD12B","Microarray",""
"tarbase","hsa-miR-335-5p","ABHD12B","Microarrays","negative"
"tarbase","hsa-let-7a-5p","ABLIM1","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-let-7b-5p","ABLIM1","PAR-CLIP//HITS-CLIP//Microarrays","negative"
"tarbase","hsa-let-7c-5p","ABLIM1","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-let-7d-5p","ABLIM1","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-let-7e-5p","ABLIM1","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-let-7f-5p","ABLIM1","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-let-7g-5p","ABLIM1","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-let-7i-5p","ABLIM1","PAR-CLIP//HITS-CLIP","negative"
"mirtarbase","hsa-miR-100-5p","ABLIM1","CLASH","Functional MTI (Weak)"
"mirtarbase","hsa-miR-100-5p","ABLIM1","CLASH",""
"tarbase","hsa-miR-101-3p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-103a-3p","ABLIM1","PAR-CLIP","negative"
"tarbase","hsa-miR-106a-5p","ABLIM1","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-106b-5p","ABLIM1","HITS-CLIP","negative"
"mirtarbase","hsa-miR-1207-5p","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-1207-5p","ABLIM1","HITS-CLIP",""
"mirtarbase","hsa-miR-122-5p","ABLIM1","Microarray","Functional MTI (Weak)"
"mirtarbase","hsa-miR-122-5p","ABLIM1","Microarray",""
"tarbase","hsa-miR-122-5p","ABLIM1","Microarrays","negative"
"mirtarbase","hsa-miR-1226-3p","ABLIM1","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-1226-3p","ABLIM1","PAR-CLIP",""
"tarbase","hsa-miR-124-3p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-125b-5p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-126-3p","ABLIM1","Microarrays","negative"
"tarbase","hsa-miR-128-3p","ABLIM1","PAR-CLIP//HITS-CLIP","negative"
"mirtarbase","hsa-miR-1281","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-1281","ABLIM1","HITS-CLIP",""
"tarbase","hsa-miR-1285-3p","ABLIM1","PAR-CLIP","negative"
"tarbase","hsa-miR-129-2-3p","ABLIM1","Microarrays","negative"
"mirtarbase","hsa-miR-1306-5p","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-1306-5p","ABLIM1","HITS-CLIP",""
"tarbase","hsa-miR-132-3p","ABLIM1","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-138-5p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-139-5p","ABLIM1","HITS-CLIP","negative"
"mirtarbase","hsa-miR-148a-3p","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-148a-3p","ABLIM1","HITS-CLIP",""
