"SYMBOL","log2FoldChange","padj","has_FOXA1","n_miRNAs","top_miRNA","direction"
"PTPN13",-1.74092289230438,0.000830071549254746,TRUE,167,"hsa-let-7a-5p","Downregulated"
"CWH43",-4.94612346597407,0.000834963512971403,TRUE,2,"hsa-miR-26b-5p","Downregulated"
"PDGFRA",-1.81845910760527,0.000843728818604279,TRUE,168,"hsa-let-7a-5p","Downregulated"
"TACC1",-1.38567872243635,0.000856086038646456,TRUE,176,"hsa-let-7a-5p","Downregulated"
"CYRIB",1.25672037560546,0.000868759658968402,TRUE,147,"hsa-let-7a-5p","Upregulated"
"IGF2BP1",6.31417823895963,0.000871620771004609,TRUE,180,"hsa-let-7a-5p","Upregulated"
"DKK2",-2.77845517450303,0.000871620771004609,TRUE,12,"hsa-miR-101-3p","Downregulated"
"RYR3",-2.6385322129372,0.000871620771004609,TRUE,85,"hsa-let-7a-5p","Downregulated"
"FREM1",-2.46479478064829,0.000871620771004609,TRUE,16,"hsa-miR-1271-5p","Downregulated"
"GPLD1",-2.39990606805611,0.000871620771004609,TRUE,17,"hsa-let-7c-5p","Downregulated"
"PLA2R1",-1.79514914528693,0.000871620771004609,TRUE,61,"hsa-let-7a-5p","Downregulated"
"DLG5",-1.16125846303462,0.000871620771004609,TRUE,297,"hsa-let-7a-3p","Downregulated"
"WDFY2",-1.09051254018893,0.000884648081809839,TRUE,99,"hsa-let-7a-5p","Downregulated"
"ETS2",-1.8782425575345,0.000902180410859675,TRUE,174,"hsa-let-7a-3p","Downregulated"
"KRT5",-3.10959739502067,0.000908851791132264,TRUE,24,"hsa-let-7a-5p","Downregulated"
"ADA2",1.43731072705706,0.000916362715080257,TRUE,83,"hsa-miR-103a-3p","Upregulated"
"MEIS2",-2.12503449393485,0.000917901994061229,TRUE,104,"hsa-let-7a-5p","Downregulated"
"TOP2A",2.73420766942708,0.000919346479774274,TRUE,231,"ebv-miR-BART10-3p","Upregulated"
"DNAJC22",3.23115839815293,0.000922387274745391,TRUE,61,"hsa-let-7a-5p","Upregulated"
"LBX2",3.04196606053616,0.000951483093762344,TRUE,4,"hsa-miR-125a-5p","Upregulated"
"NTRK2",-2.31534581085625,0.000951483093762344,TRUE,122,"hsa-let-7a-3p","Downregulated"
"PIF1",2.57149557607376,0.000958444395654795,TRUE,34,"hsa-let-7e-5p","Upregulated"
"CHEK2",1.59515713382916,0.000958556728954763,TRUE,120,"hsa-let-7a-5p","Upregulated"
"KRTDAP",-8.51770744506936,0.000962243162327049,TRUE,10,"hsa-let-7b-5p","Downregulated"
"KCNG1",3.31490321969428,0.000962243162327049,TRUE,55,"hsa-let-7a-5p","Upregulated"
"DUOXA1",-3.08981410013056,0.000979137717190213,TRUE,4,"hsa-miR-30a-5p","Downregulated"
"GPRASP1",-1.59106850231271,0.000990523909819592,TRUE,78,"hsa-let-7a-5p","Downregulated"
"GAREM1",-1.72572165003209,0.00100744798852541,TRUE,132,"hsa-let-7a-5p","Downregulated"
"SLC39A2",-5.24773099694178,0.00101973552429262,TRUE,8,"hsa-miR-1915-3p","Downregulated"
"LAMA2",-2.2393353407902,0.00103661202378313,TRUE,103,"hsa-let-7a-5p","Downregulated"
"CDC25A",2.13314640560495,0.00103661202378313,TRUE,185,"hsa-let-7a-3p","Upregulated"
"IKZF3",1.87207925734115,0.00103661202378313,TRUE,195,"hsa-let-7a-5p","Upregulated"
"OLR1",4.14775874158615,0.00104438702714207,TRUE,146,"hsa-let-7a-2-3p","Upregulated"
"ADAMTS15",-1.66031738659961,0.00106183556328931,TRUE,65,"hsa-let-7a-5p","Downregulated"
"RAPGEF3",-1.38489345597627,0.00106183556328931,TRUE,38,"hsa-let-7b-5p","Downregulated"
"IL11RA",-1.65333866536863,0.00109606504278936,TRUE,23,"hsa-let-7a-5p","Downregulated"
"MYORG",1.41791921891875,0.00109606504278936,TRUE,121,"hsa-let-7a-5p","Upregulated"
"RNFT2",1.89738613363013,0.00109872426444634,TRUE,99,"hsa-let-7a-5p","Upregulated"
"ADCY5",-2.0082838588806,0.00110583526082118,TRUE,86,"hsa-let-7a-5p","Downregulated"
"COL22A1",3.80735764177393,0.0011382949825945,TRUE,12,"hsa-miR-101-3p","Upregulated"
"UCP2",2.25535956922917,0.00115278461448584,TRUE,97,"hsa-let-7a-5p","Upregulated"
"AP1S3",4.51361565628086,0.0011829839236899,TRUE,118,"ebv-miR-BART10-3p","Upregulated"
"PDLIM3",-1.88825933211323,0.0012272365369973,TRUE,84,"hsa-let-7a-5p","Downregulated"
"PRKG1",-1.69388946282025,0.0012272365369973,TRUE,67,"hsa-miR-101-3p","Downregulated"
"AKAP6",-1.90337250119187,0.00124512588151798,TRUE,232,"hsa-let-7a-3p","Downregulated"
"SGK2",-3.37808393427513,0.00124548832169188,TRUE,3,"hsa-miR-210-3p","Downregulated"
"CDH2",2.96121109080299,0.00129658877608677,TRUE,176,"hsa-let-7a-5p","Upregulated"
"PM20D1",-6.28881501348653,0.00131151222967813,TRUE,2,"hsa-miR-193a-3p","Downregulated"
"COL8A1",2.38457525867379,0.00131511822990614,TRUE,107,"hsa-let-7a-5p","Upregulated"
"FANCA",1.97756218137087,0.00132541804390696,TRUE,160,"hsa-let-7a-5p","Upregulated"
"MAP1A",-1.35726179681052,0.00132541804390696,TRUE,206,"hsa-let-7a-5p","Downregulated"
"SIX2",3.73179661104918,0.0013360848177167,TRUE,30,"hsa-let-7c-5p","Upregulated"
"ABCC3",-1.28107898745973,0.00134412373086804,TRUE,109,"hsa-let-7a-5p","Downregulated"
"ALS2CL",-1.84491115245864,0.00135715526752636,TRUE,39,"hsa-let-7a-5p","Downregulated"
"CBX7",-1.4346905352833,0.00136379083627432,TRUE,54,"hsa-let-7b-5p","Downregulated"
"OVOL1",-3.08568081247031,0.00139645400879794,TRUE,75,"hsa-let-7a-5p","Downregulated"
"EIF4EBP1",1.63978430318769,0.00139645400879794,TRUE,108,"hsa-let-7a-5p","Upregulated"
"SCML1",-1.29236852483123,0.00139645400879794,TRUE,97,"hsa-let-7a-5p","Downregulated"
"S100P",3.54175341788379,0.00140550782424984,TRUE,31,"hsa-let-7b-5p","Upregulated"
"ISG15",2.57204805937513,0.00142104818247387,TRUE,22,"hsa-let-7a-5p","Upregulated"
"KRT13",-6.28176412667077,0.00142478529400334,TRUE,14,"hsa-let-7a-5p","Downregulated"
"NPR1",-1.43479262009317,0.00143149848887961,TRUE,140,"hsa-let-7c-5p","Downregulated"
"FOXN1",-4.51871725436086,0.00143889785750783,TRUE,5,"hsa-miR-128-3p","Downregulated"
"FCGR3A",3.10346707156227,0.00143889785750783,TRUE,11,"hsa-let-7a-5p","Upregulated"
"GATM",-2.37741110589399,0.00143889785750783,TRUE,87,"hsa-let-7a-5p","Downregulated"
"EVA1C",-1.25096517463532,0.00143889785750783,TRUE,36,"hsa-miR-1-3p","Downregulated"
"ABCA10",-2.65217699376565,0.00144566219382645,TRUE,27,"hsa-let-7b-5p","Downregulated"
"HHIPL2",4.47164628171295,0.00145495785399445,TRUE,5,"hsa-miR-1343-3p","Upregulated"
"IGFL2",-3.85456219364868,0.00146008697181626,TRUE,1,"hsa-miR-210-3p","Downregulated"
"CEP126",-2.25050340827615,0.00147125863161356,TRUE,143,"hsa-let-7a-5p","Downregulated"
"TCP11L2",-1.19449697782216,0.00147125863161356,TRUE,64,"hsa-let-7a-5p","Downregulated"
"KIF14",2.64697362790028,0.00148609048702592,TRUE,119,"hsa-let-7a-5p","Upregulated"
"CENPM",2.28400152128049,0.00149041238377367,TRUE,86,"hsa-miR-1-3p","Upregulated"
"SEMA6A",-1.39430029546809,0.00150316237137331,TRUE,164,"hsa-let-7a-5p","Downregulated"
"RFX5",1.19192429249432,0.00150316237137331,TRUE,105,"hsa-let-7a-5p","Upregulated"
"CITED2",-1.36219285552399,0.00150706018301421,TRUE,170,"hsa-let-7a-2-3p","Downregulated"
"HDGF",1.27614471861581,0.00152990384162653,TRUE,374,"hsa-let-7a-5p","Upregulated"
"TNNT1",2.96705724150115,0.00154921837641283,TRUE,32,"hsa-let-7a-5p","Upregulated"
"E2F2",2.47361235591963,0.00164531921012445,TRUE,198,"hsa-let-7a-3p","Upregulated"
"TMPO",1.5233864605899,0.00165727852119466,TRUE,288,"hsa-let-7a-3p","Upregulated"
"USB1",4.0850670156931,0.00167604143674197,TRUE,71,"hsa-let-7a-5p","Upregulated"
"USP2",-2.75774545917345,0.00167604143674197,TRUE,106,"hsa-let-7a-5p","Downregulated"
"NUP210",1.552612764703,0.001678497093438,TRUE,232,"hsa-let-7a-5p","Upregulated"
"AKAP12",-1.97282381985901,0.0017330432858153,TRUE,250,"hsa-let-7a-5p","Downregulated"
"NUDT8",2.80010686713101,0.00173951939587627,TRUE,36,"hsa-let-7e-5p","Upregulated"
"DGKG",-2.50386980171974,0.00175160919255442,TRUE,95,"hsa-let-7a-5p","Downregulated"
"TBX5",-2.45424865345636,0.00175160919255442,TRUE,12,"hsa-let-7a-5p","Downregulated"
"RAC3",1.55069492698004,0.00179712746159587,TRUE,77,"hsa-let-7a-5p","Upregulated"
"H3C7",2.62177225015248,0.00181182780377239,TRUE,57,"hsa-let-7a-5p","Upregulated"
"COL14A1",-2.15441278633288,0.00181182780377239,TRUE,62,"hsa-let-7a-3p","Downregulated"
"ESCO2",3.09804955673687,0.00181491276072813,TRUE,136,"hsa-let-7b-5p","Upregulated"
"EZH2",1.77641610270126,0.00181491276072813,TRUE,137,"hsa-let-7a-5p","Upregulated"
"DIPK2B",-1.44784333172623,0.00186171116248031,TRUE,59,"hsa-miR-1343-5p","Downregulated"
"ALDH3A2",-1.60116743248659,0.00186937340222443,TRUE,106,"hsa-let-7a-5p","Downregulated"
"DUSP9",4.4680147398916,0.0018799432703736,TRUE,60,"hsa-let-7a-5p","Upregulated"
"SNX33",-1.14578093502008,0.0018803232299703,TRUE,84,"hsa-let-7b-5p","Downregulated"
"ALOX12B",-3.75151841523707,0.00188400978081118,TRUE,5,"hsa-let-7b-5p","Downregulated"
"TMEM158",2.61804349938857,0.001920314800001,TRUE,66,"hsa-let-7b-5p","Upregulated"
"CES4A",-1.29410555576934,0.00192886749217901,TRUE,30,"hsa-let-7b-5p","Downregulated"
"ASRGL1",2.71941545412811,0.00196120762234878,TRUE,50,"hsa-let-7b-5p","Upregulated"
"PTPN5",-2.81533080916644,0.00200505163566633,TRUE,63,"hsa-let-7a-5p","Downregulated"
"IRAG1",-1.90971454339972,0.00207634169091647,TRUE,70,"hsa-let-7a-5p","Downregulated"
"CAV1",-2.03547632545321,0.00209079781961182,TRUE,232,"hsa-let-7a-5p","Downregulated"
"PLCD1",-1.32824711369908,0.00209745256540676,TRUE,61,"hsa-let-7a-5p","Downregulated"
"ADAMTSL2",2.91817783437063,0.00210277566558375,TRUE,36,"hsa-let-7a-5p","Upregulated"
"SUN1",-1.07611094964533,0.00210565913200009,TRUE,153,"hsa-let-7a-5p","Downregulated"
"CSMD2",2.84845982352887,0.00211179099782039,TRUE,80,"hsa-let-7a-5p","Upregulated"
"ADH4",-2.7164072985931,0.00211179099782039,TRUE,20,"hsa-let-7a-5p","Downregulated"
"PRDM16",-1.918969185425,0.00216346204017805,TRUE,88,"hsa-let-7a-5p","Downregulated"
"CDCA2",2.5918616437649,0.00217261877203713,TRUE,124,"hsa-let-7a-5p","Upregulated"
"ITGAX",1.32910702463116,0.00217261877203713,TRUE,18,"hsa-miR-103a-3p","Upregulated"
"NXNL2",-3.56025579142851,0.0022125417696565,TRUE,7,"hsa-miR-100-5p","Downregulated"
"ZYG11A",2.27499702627348,0.00222092011794333,TRUE,124,"hsa-miR-106a-5p","Upregulated"
"SCD",2.53557315465252,0.00222170337290302,TRUE,436,"hsa-let-7a-3p","Upregulated"
"NUF2",3.93700824299427,0.00223144150934406,TRUE,58,"hsa-miR-1-3p","Upregulated"
"TFPI",-2.21006248402806,0.00224423577621954,TRUE,156,"hsa-let-7a-3p","Downregulated"
"CES3",3.0498650961562,0.0022509810794199,TRUE,40,"hsa-let-7a-2-3p","Upregulated"
"PPP1R15A",-1.43201976217909,0.0022509810794199,TRUE,149,"hsa-let-7a-5p","Downregulated"
"TMEM91",-2.18507825871962,0.0023234100231116,TRUE,90,"hsa-let-7b-5p","Downregulated"
"MOB3B",-1.81971141216382,0.0023234100231116,TRUE,93,"hsa-let-7a-5p","Downregulated"
"NLGN1",-2.24068847590629,0.00234168481173282,TRUE,159,"hsa-let-7a-5p","Downregulated"
"KMO",3.65062488127707,0.00235838286863131,TRUE,27,"hsa-let-7f-5p","Upregulated"
"EPHA2",-2.08540298059052,0.00235838286863131,TRUE,244,"hsa-let-7a-5p","Downregulated"
"KLF4",-2.25839764736272,0.00243949541233476,TRUE,129,"hsa-let-7a-3p","Downregulated"
"MCC",-1.51196729924634,0.00245630958087403,TRUE,143,"hsa-let-7a-5p","Downregulated"
"SEC14L6",-6.77070337399007,0.002490666710671,TRUE,26,"hsa-miR-1228-3p","Downregulated"
"ANK2",-2.42632151242833,0.00250952776577355,TRUE,247,"hsa-let-7a-5p","Downregulated"
"EGFLAM",-1.75349819845093,0.00252548534175513,TRUE,30,"hsa-let-7b-5p","Downregulated"
"LAYN",-1.89354070232326,0.0025417597923125,TRUE,24,"hsa-miR-1-3p","Downregulated"
"MIR99AHG",-2.34633510094939,0.00254993333547705,TRUE,3,"hsa-miR-122-5p","Downregulated"
"TIPARP",-1.80612300903181,0.00256795746054684,TRUE,194,"hsa-let-7a-5p","Downregulated"
"CACNA1B",3.18870039917573,0.002574250996216,TRUE,106,"hsa-let-7a-5p","Upregulated"
"SLC6A2",-3.59576584391987,0.00258947029400397,TRUE,2,"hsa-miR-223-3p","Downregulated"
"ECT2",1.82410793173464,0.00258991074126299,TRUE,173,"hsa-let-7a-3p","Upregulated"
"ACACB",-1.6608524017568,0.00260777591400286,TRUE,72,"hsa-let-7a-5p","Downregulated"
"PCDH20",-3.68235185067893,0.00260907169304762,TRUE,51,"hsa-let-7a-5p","Downregulated"
"JMJD7",-1.57009799151983,0.00261459195353626,TRUE,20,"hsa-let-7a-5p","Downregulated"
"FOSB",-2.40764211196065,0.00261542597260498,TRUE,81,"hsa-let-7a-5p","Downregulated"
"DUOX1",-2.1428157765467,0.00261542597260498,TRUE,19,"hsa-let-7b-5p","Downregulated"
"SH3BGRL2",-1.64540750969516,0.00262150457131407,TRUE,101,"hsa-let-7a-5p","Downregulated"
"EGFR-AS1",-2.54218632096226,0.00263796673042955,TRUE,1,"hsa-miR-133b","Downregulated"
"TACC3",1.96026794419931,0.00263796673042955,TRUE,118,"hsa-let-7a-5p","Upregulated"
"H2AC11",1.77028055487285,0.00263796673042955,TRUE,98,"hsa-let-7a-3p","Upregulated"
"CACNB2",-1.43672646462276,0.00265894313967969,TRUE,149,"hsa-let-7a-5p","Downregulated"
"PLLP",-2.22810997797264,0.00274204887062685,TRUE,76,"hsa-let-7a-5p","Downregulated"
"PACSIN1",2.39181168822055,0.0027521662476409,TRUE,119,"hsa-let-7a-5p","Upregulated"
"TINAGL1",-1.72015911585286,0.00275830201268416,TRUE,101,"hsa-let-7a-5p","Downregulated"
"SLC35C1",1.61075335513872,0.00275999305890154,TRUE,66,"hsa-let-7a-5p","Upregulated"
"CEACAM6",4.35616493833578,0.00277722980693012,TRUE,40,"hsa-let-7a-5p","Upregulated"
"TICRR",2.21182019865492,0.002829446653686,TRUE,125,"hsa-let-7a-5p","Upregulated"
"PTGIS",-1.82843276990312,0.002829446653686,TRUE,112,"hsa-let-7a-5p","Downregulated"
"RELN",-2.71127999368219,0.00283045307304012,TRUE,158,"hsa-let-7a-5p","Downregulated"
"VGLL1",4.36869957317798,0.00284316701628037,TRUE,4,"hsa-let-7b-5p","Upregulated"
"GMIP",1.19017462280271,0.00284316701628037,TRUE,52,"hsa-let-7a-5p","Upregulated"
"CLDN11",-1.86096423308659,0.00284830754011433,TRUE,58,"hsa-let-7e-5p","Downregulated"
"SRRM3",-1.89921589352688,0.00287311661977191,TRUE,38,"hsa-let-7d-5p","Downregulated"
"PTPN6",1.02115918530808,0.00297349976602776,TRUE,74,"hsa-let-7a-5p","Upregulated"
"IL2RB",2.08874045838395,0.00297939374122623,TRUE,92,"hsa-let-7a-5p","Upregulated"
"PDE2A",-1.83390915096285,0.00300398502481074,TRUE,87,"hsa-let-7a-5p","Downregulated"
"STAT1",1.78117394968125,0.00301415539642298,TRUE,165,"hsa-let-7a-5p","Upregulated"
"BRME1",1.40390572110923,0.00305165915485514,TRUE,13,"hsa-let-7a-5p","Upregulated"
"SPARCL1",-2.20375749926083,0.0030665201403989,TRUE,39,"hsa-let-7a-5p","Downregulated"
"PNPLA5",-8.41738629939327,0.00307952352212534,TRUE,13,"hsa-let-7a-5p","Downregulated"
"FILIP1",-2.30727997029049,0.00307952352212534,TRUE,69,"hsa-let-7a-5p","Downregulated"
"LPCAT1",1.46408755012474,0.00307952352212534,TRUE,143,"hsa-let-7a-5p","Upregulated"
"CHST1",2.86501252660248,0.0031130762151534,TRUE,94,"hsa-let-7d-5p","Upregulated"
"TPPP3",-2.56398054572413,0.00315659868322361,TRUE,28,"hsa-let-7a-5p","Downregulated"
"IRF7",2.28517217948798,0.00315786069431798,TRUE,29,"hsa-let-7a-5p","Upregulated"
"LDB2",-2.11299484197614,0.00315786069431798,TRUE,73,"hsa-let-7a-5p","Downregulated"
"SPART",-1.61088015020324,0.00319299438474863,TRUE,171,"hsa-let-7a-5p","Downregulated"
"BARX2",-2.5550665187579,0.00327661923758307,TRUE,43,"hsa-let-7a-5p","Downregulated"
"PNKD",1.53863093252238,0.00330508534844241,TRUE,97,"hsa-let-7a-5p","Upregulated"
"ABCA6",-2.40941034205441,0.00336273268848758,TRUE,41,"hsa-miR-103a-3p","Downregulated"
"SOSTDC1",-3.05443689682242,0.00336321001394581,TRUE,24,"hsa-miR-103a-3p","Downregulated"
"C1QB",1.78095657946299,0.00336321001394581,TRUE,28,"hsa-let-7a-5p","Upregulated"
"SERPINB2",-5.38075011956429,0.00336843885983796,TRUE,27,"hsa-let-7a-5p","Downregulated"
"OAS2",2.22932739769486,0.00336843885983796,TRUE,132,"hsa-let-7a-5p","Upregulated"
"SLC16A9",-2.66096287056975,0.00337745115529708,TRUE,134,"hsa-let-7a-5p","Downregulated"
"RERG",-2.30500311710527,0.00337831760007067,TRUE,16,"hsa-miR-1-3p","Downregulated"
"MAP3K21",2.10009921460982,0.00346915237708438,TRUE,140,"hsa-let-7a-5p","Upregulated"
"LY6D",-4.57163651952077,0.00347047092890877,TRUE,6,"hsa-miR-1-3p","Downregulated"
"SSPN",-1.57171049207154,0.00350769648305908,TRUE,46,"hsa-miR-103a-3p","Downregulated"
"DCT",-3.58988532488371,0.00350815094243829,TRUE,4,"hsa-miR-23b-3p","Downregulated"
"COL21A1",-2.36407552590064,0.00350815094243829,TRUE,37,"hsa-let-7e-5p","Downregulated"
"FAM78A",1.50527307746079,0.00350815094243829,TRUE,28,"hsa-let-7d-5p","Upregulated"
"MCAM",-1.38726996563682,0.00350818182275173,TRUE,39,"hsa-miR-1-3p","Downregulated"
"NES",-1.17525665155686,0.00364120621319309,TRUE,76,"hsa-let-7a-5p","Downregulated"
"KCNK7",-2.62632689161604,0.00364792494331181,TRUE,5,"hsa-miR-146a-5p","Downregulated"
"SRD5A3",2.50532828083837,0.00364792494331181,TRUE,82,"hsa-let-7a-5p","Upregulated"
"KNL1",2.45823471701069,0.00364792494331181,TRUE,157,"hsa-let-7a-5p","Upregulated"
"PSRC1",1.77184426443726,0.00364792494331181,TRUE,80,"hsa-let-7a-5p","Upregulated"
"MSR1",2.1939975776569,0.00366576080627066,TRUE,13,"hsa-miR-106b-5p","Upregulated"
"COTL1",1.38935223116602,0.00368358942593613,TRUE,132,"hsa-let-7a-5p","Upregulated"
"NCAPH",2.53633014171339,0.00371774162214278,TRUE,150,"hsa-let-7a-3p","Upregulated"
"HJURP",2.50865402685292,0.00377330406465306,TRUE,98,"hsa-let-7a-5p","Upregulated"
"ADAMTSL5",-2.26380184484385,0.00379184569345264,TRUE,26,"hsa-let-7a-5p","Downregulated"
"SLC4A3",1.64366146298999,0.00381835788683435,TRUE,67,"hsa-let-7a-5p","Upregulated"
"MSRB3",-1.37829085148393,0.00381835788683435,TRUE,49,"hsa-let-7g-3p","Downregulated"
"PAMR1",-2.41994082439758,0.0038991077785754,TRUE,28,"hsa-miR-100-5p","Downregulated"
"SLC7A4",-3.14037027858091,0.00393080498239765,TRUE,29,"hsa-let-7a-5p","Downregulated"
"PTPN21",-1.01615198101724,0.00397485434211439,TRUE,86,"hsa-let-7a-5p","Downregulated"
"SIGLEC10",1.93146360930318,0.00397742352558991,TRUE,62,"hsa-miR-103a-3p","Upregulated"
"CCNB2",2.31016801284903,0.00398237826230382,TRUE,103,"hsa-let-7a-5p","Upregulated"
"CCNA2",2.40624643369781,0.00405213093821452,TRUE,189,"hsa-let-7a-3p","Upregulated"
"CD7",2.13166390509276,0.00411354888286985,TRUE,3,"hsa-let-7b-5p","Upregulated"
"IL1RL2",-2.57507018317771,0.00412870380095665,TRUE,13,"hsa-miR-1229-3p","Downregulated"
"SRSF5",-1.24652731235205,0.00419309184665302,TRUE,124,"hsa-let-7a-3p","Downregulated"
"CCNE1",2.73890536215615,0.00420045953296206,TRUE,107,"hsa-let-7a-5p","Upregulated"
"MAGI2",-1.61402713250053,0.00420711585669036,TRUE,170,"hsa-let-7a-5p","Downregulated"
"TIMELESS",1.38447072895343,0.00422159670968291,TRUE,161,"hsa-let-7a-5p","Upregulated"
"NMNAT3",-1.64348922850401,0.00425884767980996,TRUE,23,"hsa-let-7i-3p","Downregulated"
"CLMP",-1.62520206128873,0.00438717558118321,TRUE,119,"hsa-let-7a-3p","Downregulated"
"CSTA",-2.88401649880992,0.00445055645381523,TRUE,17,"hsa-miR-101-3p","Downregulated"
"PMEL",-2.15759390622538,0.00450667902251171,TRUE,8,"hsa-miR-124-3p","Downregulated"
"DKK3",-1.44233648724594,0.00450667902251171,TRUE,147,"hsa-let-7a-5p","Downregulated"
"CAST",-1.39730539609538,0.00453778093236775,TRUE,96,"hsa-let-7a-5p","Downregulated"
"GABBR2",5.94538247944312,0.0046002538670301,TRUE,122,"hsa-let-7a-5p","Upregulated"
"SMG5",0.959915837661947,0.0046002538670301,TRUE,168,"hsa-let-7a-5p","Upregulated"
"RHPN1",2.05485598616976,0.00462559692802969,TRUE,35,"hsa-let-7a-5p","Upregulated"
"ENTPD1",-1.24297922916112,0.00467516590002073,TRUE,126,"hsa-let-7a-5p","Downregulated"
"BAMBI",2.34105297094977,0.00474873973008753,TRUE,171,"hsa-let-7a-5p","Upregulated"
"UBE2S",1.61715700382757,0.00483969980409455,TRUE,118,"hsa-let-7a-5p","Upregulated"
"SYNE3",-1.16921308109518,0.00484618975451792,TRUE,88,"hsa-let-7a-5p","Downregulated"
"ATF3",-1.9471344718809,0.00487037579058501,TRUE,109,"hsa-let-7a-5p","Downregulated"
"B3GNT7",1.52191317536306,0.00488622345656615,TRUE,50,"hsa-let-7a-5p","Upregulated"
"RPP25",1.43036336079379,0.00497160351890015,TRUE,86,"hsa-let-7a-5p","Upregulated"
"MELK",2.45808405595723,0.0049749969655614,TRUE,160,"hsa-let-7a-5p","Upregulated"
"LCN10",-2.56954329830631,0.00502131329678825,TRUE,9,"hsa-miR-15a-5p","Downregulated"
"PAX5",3.33285342034363,0.00519603939886468,TRUE,58,"hsa-miR-124-3p","Upregulated"
"TNS2",-1.07508404717362,0.00519603939886468,TRUE,75,"hsa-let-7a-3p","Downregulated"
"CHIT1",3.40248257881935,0.00521247375642508,TRUE,1,"hsa-miR-182-5p","Upregulated"
"PGAP6",1.79873048962551,0.00521247375642508,TRUE,60,"hsa-let-7a-5p","Upregulated"
"GRIK3",-2.46940430061514,0.00521488779636658,TRUE,127,"hsa-let-7a-5p","Downregulated"
"OR2B6",7.20914043436427,0.00521545978506217,TRUE,5,"hsa-miR-17-5p","Upregulated"
"GPD1",-2.45590650457234,0.00551225790843036,TRUE,54,"hsa-let-7a-5p","Downregulated"
"CREB5",-1.85408129534175,0.00551283029825332,TRUE,124,"hsa-let-7a-3p","Downregulated"
"VWC2",-5.25248501725441,0.00551694417613235,TRUE,39,"hsa-let-7a-5p","Downregulated"
"USP18",1.85916202879831,0.00561879295428615,TRUE,28,"hsa-let-7b-5p","Upregulated"
"SNTB1",1.84417081555702,0.00561879295428615,TRUE,104,"hsa-let-7a-5p","Upregulated"
"KCNJ10",3.51449897063161,0.00567705009380742,TRUE,64,"hsa-let-7a-5p","Upregulated"
"CENPA",3.52460875104328,0.00567920279301413,TRUE,69,"hsa-let-7a-5p","Upregulated"
"ZNF541",2.95179596774304,0.00576481446440798,TRUE,3,"hsa-miR-200b-3p","Upregulated"
"SYNE1",-1.67984651733448,0.00578592869064921,TRUE,262,"hsa-let-7a-5p","Downregulated"
"B4GALNT3",1.69640059704728,0.00578650939744494,TRUE,99,"hsa-let-7a-5p","Upregulated"
"SBDS",-1.14630794531047,0.0058063140141693,TRUE,97,"hsa-let-7a-5p","Downregulated"
"DPYSL5",7.37189824960367,0.00584623274611868,TRUE,190,"hsa-let-7a-5p","Upregulated"
"FER",-1.06630661950651,0.00584623274611868,TRUE,155,"hsa-let-7a-5p","Downregulated"
"ABR",2.88781648708254,0.00588401596924932,TRUE,186,"hsa-let-7a-2-3p","Upregulated"
"DUSP1",-1.65195324207347,0.00594710471677059,TRUE,175,"hsa-let-7a-5p","Downregulated"
"PCDH17",1.86654012644354,0.0059934306008044,TRUE,185,"hsa-let-7a-5p","Upregulated"
"GFPT1",1.07792316885407,0.00603685625206969,TRUE,287,"hsa-let-7a-3p","Upregulated"
"ACKR1",-1.82218712023264,0.00609143639272101,TRUE,19,"hsa-miR-139-5p","Downregulated"
"CDH13",-1.66810331208866,0.00609143639272101,TRUE,124,"hsa-let-7a-5p","Downregulated"
"TRIB3",1.29902322704625,0.00619239503375134,TRUE,155,"hsa-let-7a-5p","Upregulated"
"FTH1",1.76938710699926,0.00619468915047697,TRUE,114,"hsa-let-7a-5p","Upregulated"
"FOSL1",-3.2393965354138,0.0062441521664844,TRUE,207,"hsa-let-7a-5p","Downregulated"
"MMRN2",-1.03692119053174,0.0062441521664844,TRUE,30,"hsa-let-7a-5p","Downregulated"
"MMP9",2.51095755834581,0.00631010362880844,TRUE,58,"hsa-let-7a-5p","Upregulated"
"PARVA",-1.21752384794554,0.0063122720721362,TRUE,116,"hsa-let-7a-5p","Downregulated"
"PALM",-1.31225426076525,0.00634723970538625,TRUE,82,"hsa-let-7a-5p","Downregulated"
"TSHZ2",-1.68914966000558,0.00636623019997245,TRUE,103,"hsa-let-7a-5p","Downregulated"
"TRPC1",-1.29595615687035,0.00637382321698998,TRUE,118,"hsa-let-7a-5p","Downregulated"
"HMGCR",-1.7764211869313,0.00641258911794378,TRUE,84,"hsa-let-7a-5p","Downregulated"
"PLN",-2.7001379050773,0.0064304418691403,TRUE,25,"hsa-let-7a-5p","Downregulated"
"QPRT",1.78300395872312,0.0064304418691403,TRUE,79,"hsa-let-7a-5p","Upregulated"
"CARHSP1",0.768303133123527,0.0064304418691403,TRUE,121,"hsa-let-7a-5p","Upregulated"
"LIMD2",1.67581337018539,0.00643625429647511,TRUE,79,"hsa-let-7a-5p","Upregulated"
"SYBU",-1.86244747809627,0.00650830989496372,TRUE,140,"hsa-let-7a-5p","Downregulated"
"POU3F1",-3.87118868496575,0.00659798177359769,TRUE,50,"hsa-miR-100-5p","Downregulated"
"POLD1",1.33063455825559,0.00660984607656502,TRUE,95,"hsa-let-7a-5p","Upregulated"
"SCN4B",-1.7490789602132,0.0066298566998317,TRUE,60,"hsa-let-7a-5p","Downregulated"
